0	110.8482315	-58.73025985	27.88202834
37.83165032	-2.646719448	54.76469111	-9.949621983
118.9029977	-124.2537405	115.5682016	-20.08354041
-377.0147506	371.6640078	-49.73771445	-1.716216395
-5667.550583	4339.565882	-1041.713183	80.94840598
13460.67611	-7137.370133	1253.674020	-72.07740754
837.9316530	-825.9979050	201.7786487	-13.63877581
-11946.11964	4652.881222	-580.9183695	23.63251077
610.0547199	-55.68416427	7.652303788	-0.8912672817
-10925.51417	3789.505465	-419.5909884	14.93255835
7846.010323	-1841.951882	143.5547464	-3.838966137
-39088.07415	10958.25297	-1020.100241	31.42330619
187759.5579	-45753.65503	3705.892093	-99.85425864
-249109.4695	55062.27437	-4049.179399	98.99372836
64020.39780	-12036.98292	743.6246927	-15.12065479
105838.1814	-20400.53965	1301.195141	-27.51110920
189084.4630	-36009.21743	2276.737503	-47.83490840
-620016.1415	106773.2422	-6122.230709	116.8507428
397194.3332	-62761.83694	3296.384797	-57.56806286
170918.8624	-27034.13102	1415.979222	-24.57849137
