15	4.847689603	-15.66522377	4.817534167
9.574757461	21.12341722	-31.94095139	10.24277671
305.8260990	-423.2535951	190.2475548	-26.78864099
-1360.085464	1242.657967	-365.0562994	34.91178725
2913.213434	-1962.316206	436.1872439	-31.85850802
-3884.380674	2116.240259	-379.5240490	22.52224484
3838.206019	-1745.053088	264.0248421	-13.23047133
-3237.922335	1287.573350	-169.2075061	7.399640487
5859.155991	-2123.831022	257.2180404	-10.36809062
-16332.19640	5273.286440	-564.6838999	20.07272199
29663.32291	-8525.369353	815.1816794	-25.92279732
-38938.10032	10184.10971	-885.6800537	25.61846731
33930.86349	-8033.131242	632.4233591	-16.55107193
675.1110391	-358.7268299	42.08455814	-1.414179598
-42191.57441	8826.991481	-614.0381784	14.20779032
51042.03109	-9819.729619	629.0765616	-13.41698168
-46758.64458	8517.897070	-517.0251064	10.46013640
80407.97516	-13923.27112	803.0436107	-15.42356393
-121715.6336	19763.99701	-1068.471285	19.23411933
109755.2637	-16784.03941	855.1095786	-14.51291337
