-280	86.78264691	111.4731886	-91.25583547
-437.5886357	559.5485540	-361.2927185	66.33280023
-242.3233102	266.6505657	-214.8437244	41.92463454
3428.487959	-3404.160703	1008.760032	-94.03133839
-5610.363716	3374.978053	-686.0246570	47.20071902
1261.168376	-747.9412025	138.5591940	-7.771537709
-4496.737040	2131.011506	-341.2662574	18.88543181
32429.14108	-13694.36483	1919.501791	-88.77018954
-75585.20305	26811.01422	-3143.670590	122.1953263
47766.29328	-14306.15123	1424.903348	-47.01111581
38906.04056	-11648.07541	1159.095766	-38.15086309
-31324.74847	7505.776144	-582.1634659	14.61456819
-133411.5708	33027.48171	-2708.972263	73.69259034
277597.7404	-61820.82087	4587.051012	-113.3849296
-354159.0251	73555.62889	-5082.695399	116.8471279
354087.1204	-68093.60021	4360.586541	-93.00358191
-166804.4014	29573.56012	-1743.610980	34.16719977
19066.26301	-3227.145358	185.8422837	-3.665217161
-110164.3604	18311.29187	-1010.737562	18.49366888
-138950.7107	22856.50508	-1249.959310	22.69054165
